pga,vulnerability,occupancy,smoke_detected,gas_detected,fire_detected,urgency_score,priority
0.0093,0.246,3,0,0,0,8,LOW
0.0418,0.447,36,0,0,0,26,LOW
0.0742,0.208,2,0,0,0,17,LOW
0.0042,0.657,0,0,0,0,9,LOW
0.079,0.301,6,0,0,0,23,LOW
0.1569,0.723,41,0,0,0,40,MEDIUM
0.1633,0.318,16,0,0,0,29,LOW
0.0055,0.1,34,0,0,0,16,LOW
0.0406,0.26,0,0,0,0,8,LOW
0.1763,0.1,447,0,0,0,41,MEDIUM
0.0944,0.537,43,0,0,0,32,MEDIUM
0.0087,0.354,34,0,0,0,20,LOW
0.1414,0.1,15,0,1,0,36,MEDIUM
0.0229,0.14,21,0,0,0,21,LOW
0.0089,0.1,16,0,0,0,11,LOW
0.0438,0.424,443,0,0,0,35,MEDIUM
0.0298,0.415,41,0,0,0,25,LOW
0.1098,0.297,0,0,0,0,19,LOW
0.1471,0.1,42,0,0,0,31,MEDIUM
0.1371,0.481,1,0,0,0,27,LOW
0.0203,0.354,0,0,0,0,9,LOW
0.1378,0.1,47,0,0,0,31,MEDIUM
0.1975,0.146,0,0,0,0,17,LOW
0.1502,0.189,0,0,0,0,17,LOW
0.1457,0.234,22,1,0,0,43,MEDIUM
0.0177,0.147,23,0,0,0,17,LOW
0.0851,0.1,0,0,0,0,10,LOW
0.1316,0.327,0,0,0,0,19,LOW
0.1563,0.263,20,0,0,0,28,LOW
0.0241,0.295,6,0,0,0,18,LOW
0.1614,0.241,0,0,0,0,18,LOW
0.0275,0.476,24,0,0,0,26,LOW
0.029,0.239,20,0,0,0,18,LOW
0.0109,0.111,21,0,0,0,16,LOW
0.0226,0.132,34,0,1,0,31,MEDIUM
0.0098,0.396,0,0,0,0,5,LOW
0.0381,0.305,333,0,0,0,34,MEDIUM
0.0574,0.168,163,0,0,0,36,MEDIUM
0.1103,0.208,0,0,0,0,18,LOW
0.0379,0.342,37,0,0,0,24,LOW
0.027,0.15,43,0,0,0,21,LOW
0.0457,0.291,4,0,0,0,13,LOW
0.0391,0.285,35,0,0,0,23,LOW
0.1688,0.233,46,0,0,0,33,MEDIUM
0.0303,0.1,10,0,0,0,16,LOW
0.0325,0.205,2,0,0,0,12,LOW
0.4631,0.738,0,0,0,0,36,MEDIUM
0.0267,0.312,49,0,0,0,24,LOW
0.0329,0.35,15,0,0,0,19,LOW
0.0354,0.521,0,0,0,0,12,LOW
0.1292,0.126,275,0,0,0,41,MEDIUM
0.0025,0.336,1,0,0,0,10,LOW
0.0152,0.267,345,0,0,0,29,LOW
0.0212,0.316,223,0,0,0,34,MEDIUM
0.0149,0.403,12,0,0,0,16,LOW
0.0301,0.194,47,0,0,0,22,LOW
0.0147,0.1,39,0,0,0,16,LOW
0.0323,0.593,39,0,0,0,28,LOW
0.0331,0.235,0,0,0,0,8,LOW
0.0363,0.1,7,0,0,0,16,LOW
0.0014,0.154,46,0,0,0,17,LOW
0.0402,0.199,24,0,0,0,22,LOW
0.1812,0.532,0,1,0,0,32,MEDIUM
0.1957,0.51,41,0,0,0,37,MEDIUM
0.4289,0.148,31,0,0,0,42,MEDIUM
0.0373,0.484,4,0,0,0,16,LOW
0.1763,0.276,0,0,0,0,19,LOW
0.0193,0.119,32,0,0,0,16,LOW
0.0369,0.1,8,1,0,0,26,LOW
0.0496,0.528,35,0,0,0,27,LOW
0.037,0.344,21,0,0,0,24,LOW
0.0785,0.366,0,0,0,0,14,LOW
0.0178,0.185,227,0,0,0,27,LOW
0.1561,0.202,60,0,0,0,38,MEDIUM
0.0354,0.1,21,0,0,0,21,LOW
0.1481,0.583,40,0,0,0,38,MEDIUM
0.1582,0.561,15,1,0,1,53,MEDIUM
0.1458,0.1,0,0,0,0,16,LOW
0.0818,0.533,15,0,0,0,26,LOW
0.0137,0.1,0,1,0,1,21,LOW
0.118,0.232,13,0,0,0,28,LOW
0.1384,0.488,44,0,0,0,37,MEDIUM
0.177,0.127,15,0,0,0,26,LOW
0.0378,0.144,39,0,0,0,21,LOW
0.0287,0.1,45,0,0,0,21,LOW
0.0394,0.281,2,0,0,0,13,LOW
0.0065,0.471,33,1,1,0,42,MEDIUM
0.0291,0.22,45,0,0,0,22,LOW
0.002,0.38,5,0,0,0,10,LOW
0.0093,0.171,41,0,0,0,17,LOW
0.1099,0.354,25,0,0,0,35,MEDIUM
0.004,0.45,5,0,0,0,11,LOW
0.0272,0.231,6,1,0,0,27,LOW
0.0296,0.138,348,0,0,0,31,MEDIUM
0.0309,0.4,8,0,0,0,20,LOW
0.0306,0.514,8,0,0,0,22,LOW
0.0626,0.307,484,0,0,0,38,MEDIUM
0.0088,0.455,36,0,0,0,21,LOW
0.0379,0.157,15,0,0,0,16,LOW
0.0065,0.1,0,0,0,0,1,LOW
0.0229,0.325,257,0,0,0,34,MEDIUM
0.0296,0.461,24,0,0,0,26,LOW
0.0215,0.301,21,0,0,0,24,LOW
0.0369,0.434,0,0,0,0,11,LOW
0.0276,0.161,5,0,0,0,11,LOW
0.0375,0.342,14,0,0,0,19,LOW
0.0085,0.594,0,1,0,0,18,LOW
0.1428,0.405,131,1,0,0,56,MEDIUM
0.0264,0.191,0,0,0,0,7,LOW
0.4936,0.11,35,1,0,1,62,HIGH
0.1659,0.168,7,0,0,0,27,LOW
0.0111,0.431,45,0,0,0,21,LOW
0.0178,0.255,31,0,0,0,18,LOW
0.0317,0.132,20,0,0,0,16,LOW
0.046,0.249,19,0,0,0,18,LOW
0.0302,0.366,37,0,0,0,24,LOW
0.0039,0.231,25,0,0,0,18,LOW
0.0372,0.1,41,0,0,0,21,LOW
0.0321,0.1,23,0,0,0,21,LOW
0.1111,0.295,36,0,0,0,34,MEDIUM
0.0227,0.265,12,1,0,1,38,MEDIUM
0.1543,0.1,285,0,0,0,41,MEDIUM
0.0628,0.1,29,0,0,0,25,LOW
0.0052,0.312,7,0,0,0,14,LOW
0.0901,0.302,47,0,0,0,28,LOW
0.155,0.309,7,0,0,0,29,LOW
0.0042,0.1,290,0,0,0,26,LOW
0.0214,0.239,41,0,0,0,23,LOW
0.034,0.609,47,0,0,0,28,LOW
0.0366,0.522,35,1,0,0,37,MEDIUM
0.0409,0.149,23,0,0,0,21,LOW
0.0019,0.255,169,0,0,0,28,LOW
0.2411,0.489,0,0,0,0,28,LOW
0.1771,0.189,26,0,0,0,32,MEDIUM
0.0394,0.114,9,0,0,0,16,LOW
0.0341,0.333,0,0,0,0,9,LOW
0.0735,0.429,99,0,0,0,35,MEDIUM
0.0257,0.115,14,0,0,0,16,LOW
0.0323,0.19,0,0,0,0,7,LOW
0.0045,0.236,0,0,0,0,3,LOW
0.0123,0.382,363,0,0,0,30,LOW
0.0802,0.152,0,0,0,0,11,LOW
0.0494,0.249,11,0,0,0,18,LOW
0.0245,0.13,205,0,0,0,31,MEDIUM
0.0026,0.242,60,0,0,0,23,LOW
0.0012,0.126,0,0,0,0,1,LOW
0.0008,0.571,4,0,0,0,13,LOW
0.0054,0.205,90,0,0,0,23,LOW
0.0423,0.311,32,0,0,0,24,LOW
0.0182,0.115,0,0,0,0,1,LOW
0.1456,0.14,41,0,0,0,32,MEDIUM
0.0076,0.106,18,0,0,0,11,LOW
0.0488,0.468,0,0,0,0,11,LOW
0.0178,0.723,49,0,0,0,25,LOW
0.0091,0.599,0,1,0,0,18,LOW
0.0782,0.434,37,0,0,0,30,LOW
0.0205,0.284,15,0,0,0,18,LOW
0.1013,0.373,34,0,0,0,35,MEDIUM
0.0085,0.277,59,0,0,0,24,LOW
0.0155,0.209,9,0,0,0,13,LOW
0.043,0.33,1,0,0,0,14,LOW
0.0375,0.252,0,0,0,0,8,LOW
0.1244,0.118,32,0,0,0,31,MEDIUM
0.0432,0.129,30,0,0,0,21,LOW
0.0226,0.262,48,0,0,0,23,LOW
0.0151,0.102,0,0,0,0,1,LOW
0.1294,0.375,38,0,0,0,35,MEDIUM
0.0215,0.134,0,0,0,0,6,LOW
0.0022,0.209,0,0,0,0,3,LOW
0.0337,0.171,24,0,0,0,22,LOW
0.0269,0.578,18,1,0,0,33,MEDIUM
0.0131,0.238,0,1,0,0,13,LOW
0.0797,0.316,36,1,1,1,58,MEDIUM
0.0158,0.248,14,0,0,0,13,LOW
0.1583,0.331,32,0,0,0,34,MEDIUM
0.0377,0.477,31,0,0,0,26,LOW
0.0014,0.466,16,0,0,0,16,LOW
0.0459,0.187,49,0,0,0,22,LOW
0.0029,0.4,0,0,0,0,5,LOW
0.0374,0.503,0,0,0,0,12,LOW
0.1855,0.143,0,0,0,0,17,LOW
0.1852,0.335,31,0,0,0,35,MEDIUM
0.3858,0.631,355,0,0,0,59,MEDIUM
0.0392,0.1,197,0,0,0,31,MEDIUM
0.0722,0.116,14,0,0,0,20,LOW
0.0809,0.221,24,0,0,0,27,LOW
0.1747,0.34,0,0,0,0,20,LOW
0.0327,0.37,5,0,0,0,15,LOW
0.1577,0.619,327,0,0,0,49,MEDIUM
0.0445,0.1,30,0,0,0,21,LOW
0.1137,0.446,19,0,0,0,31,MEDIUM
0.046,0.627,39,1,0,1,48,MEDIUM
0.1242,0.287,42,0,0,0,34,MEDIUM
0.0229,0.221,0,0,0,0,7,LOW
0.1333,0.551,86,0,0,0,43,MEDIUM
0.0619,0.474,38,0,0,0,31,MEDIUM
0.0433,0.397,46,0,0,0,25,LOW
0.0001,0.1,9,0,0,0,11,LOW
0.0409,0.354,30,0,0,0,24,LOW
0.0789,0.67,0,0,0,0,19,LOW
0.0258,0.369,0,0,0,0,10,LOW
0.0008,0.364,373,0,0,0,30,LOW
0.0683,0.273,47,0,0,0,28,LOW
0.0178,0.403,0,0,0,0,6,LOW
0.0225,0.172,0,0,0,0,7,LOW
0.0005,0.339,305,0,0,0,30,LOW
0.0148,0.305,22,0,0,0,19,LOW
0.0254,0.537,46,0,0,0,27,LOW
0.0315,0.335,0,0,0,0,9,LOW
0.0415,0.162,0,0,0,0,6,LOW
0.0379,0.148,29,0,0,0,21,LOW
0.0475,0.139,404,0,0,0,31,MEDIUM
0.0188,0.429,0,0,0,0,6,LOW
0.1841,0.182,5,0,0,0,22,LOW
0.0216,0.12,24,0,0,0,21,LOW
0.0235,0.492,148,0,0,0,36,MEDIUM
0.5739,0.439,46,1,0,1,71,HIGH
0.018,0.449,44,0,0,0,21,LOW
0.0066,0.546,0,0,0,0,8,LOW
0.0473,0.748,19,0,0,0,25,LOW
0.0555,0.194,70,0,0,0,31,MEDIUM
0.0339,0.22,0,0,0,0,7,LOW
0.0379,0.31,319,0,0,0,34,MEDIUM
0.1784,0.262,31,0,0,0,33,MEDIUM
0.036,0.483,36,0,0,0,26,LOW
0.0024,0.271,0,0,0,0,4,LOW
0.0157,0.13,0,0,0,0,1,LOW
0.0084,0.513,0,1,0,1,27,LOW
0.0166,0.409,11,0,0,0,16,LOW
0.0555,0.262,0,0,0,0,12,LOW
0.0337,0.108,36,0,0,0,21,LOW
0.0006,0.154,23,0,0,0,17,LOW
0.0267,0.117,29,0,0,0,21,LOW
0.0278,0.329,6,1,0,0,29,LOW
0.045,0.1,14,0,0,0,16,LOW
0.018,0.344,32,0,0,0,20,LOW
0.0497,0.1,97,0,0,0,26,LOW
0.18,0.407,0,0,0,0,21,LOW
0.0124,0.212,343,0,0,0,28,LOW
0.0323,0.356,34,0,0,0,24,LOW
0.0159,0.274,33,0,0,0,19,LOW
0.041,0.1,38,0,0,0,21,LOW
0.0428,0.232,0,0,0,0,7,LOW
0.1761,0.246,49,1,0,1,53,MEDIUM
0.0099,0.486,25,0,0,0,22,LOW
0.0337,0.195,269,0,0,0,32,MEDIUM
0.0241,0.54,0,0,0,0,12,LOW
0.0464,0.309,2,0,0,0,14,LOW
0.0335,0.393,48,0,0,0,25,LOW
0.0184,0.366,131,0,0,0,30,LOW
0.0394,0.726,6,0,0,0,25,LOW
0.0343,0.14,259,1,0,0,41,MEDIUM
0.0133,0.583,46,0,0,0,23,LOW
0.0132,0.265,18,0,0,0,13,LOW
0.0562,0.213,0,0,0,0,12,LOW
0.0267,0.1,434,0,0,0,31,MEDIUM
0.1785,0.326,0,0,0,0,19,LOW
0.1323,0.331,411,0,1,0,54,MEDIUM
0.1344,0.402,49,0,0,0,36,MEDIUM
0.0219,0.351,48,0,0,0,24,LOW
0.0244,0.1,44,0,0,0,21,LOW
0.0262,0.584,0,0,0,0,13,LOW
0.0732,0.354,4,0,0,0,19,LOW
0.0791,0.228,0,0,0,0,12,LOW
0.0293,0.175,0,0,0,0,7,LOW
0.0859,0.386,0,0,0,0,14,LOW
0.0372,0.291,22,0,1,0,33,MEDIUM
0.1733,0.1,188,0,0,0,41,MEDIUM
0.0245,0.177,33,0,0,0,22,LOW
0.1321,0.1,27,0,0,0,31,MEDIUM
0.0523,0.567,22,0,0,0,32,MEDIUM
0.3199,0.408,26,0,0,0,42,MEDIUM
0.0454,0.444,458,0,0,0,36,MEDIUM
0.0067,0.368,287,0,0,0,30,LOW
0.0205,0.349,0,0,0,0,9,LOW
0.0786,0.187,0,0,0,0,11,LOW
0.01,0.314,0,1,0,0,14,LOW
0.1233,0.347,0,0,0,0,20,LOW
0.0245,0.295,0,0,1,0,18,LOW
0.0216,0.201,35,0,0,0,22,LOW
0.0094,0.134,193,0,0,0,27,LOW
0.0747,0.641,0,0,0,0,18,LOW
0.1027,0.207,0,0,0,0,18,LOW
0.0106,0.121,19,0,0,0,11,LOW
0.0069,0.1,37,0,0,0,16,LOW
0.0612,0.177,9,0,0,0,21,LOW
0.0271,0.131,47,0,0,0,21,LOW
0.0481,0.446,0,0,0,0,11,LOW
0.0362,0.314,80,0,0,0,29,LOW
0.0077,0.17,27,0,0,0,17,LOW
0.168,0.122,0,0,0,0,16,LOW
0.0474,0.173,0,0,0,0,7,LOW
0.0071,0.413,0,0,0,0,6,LOW
0.0127,0.689,378,0,0,0,35,MEDIUM
0.1937,0.181,21,1,0,1,52,MEDIUM
0.0803,0.181,0,0,0,0,11,LOW
0.014,0.233,0,0,0,0,3,LOW
0.0931,0.42,0,1,0,0,25,LOW
0.0061,0.232,0,0,0,0,3,LOW
0.1186,0.383,0,0,0,0,20,LOW
0.1306,0.202,0,0,0,0,18,LOW
0.0231,0.1,47,0,0,0,21,LOW
0.0416,0.216,371,0,0,0,32,MEDIUM
0.0293,0.354,16,1,0,0,29,LOW
0.017,0.424,7,0,0,0,16,LOW
0.0119,0.408,0,0,0,0,6,LOW
0.3971,0.377,0,1,0,0,41,MEDIUM
0.0367,0.114,0,0,0,0,6,LOW
0.0235,0.419,0,0,0,0,10,LOW
0.1284,0.1,24,0,0,0,31,MEDIUM
0.0254,0.284,36,0,0,0,23,LOW
0.0052,0.1,3,0,0,0,6,LOW
0.0391,0.357,0,0,0,0,9,LOW
0.0909,0.163,149,0,0,0,36,MEDIUM
0.0783,0.302,16,0,0,0,23,LOW
0.0261,0.303,4,0,0,0,14,LOW
0.0163,0.156,23,0,0,0,17,LOW
0.035,0.223,49,1,0,0,32,MEDIUM
0.0103,0.1,207,0,0,0,26,LOW
0.0782,0.395,4,0,0,0,19,LOW
0.0082,0.221,8,0,0,0,13,LOW
0.0013,0.527,435,0,0,0,32,MEDIUM
0.0088,0.489,6,0,0,0,17,LOW
0.023,0.1,132,1,0,0,41,MEDIUM
0.1752,0.24,0,0,1,0,28,LOW
0.0533,0.215,47,0,0,0,27,LOW
0.556,0.172,48,0,0,0,47,MEDIUM
0.1088,0.432,457,0,0,0,46,MEDIUM
0.0435,0.155,291,0,0,0,31,MEDIUM
0.0363,0.195,17,0,0,0,17,LOW
0.047,0.233,158,0,0,0,32,MEDIUM
0.014,0.1,0,0,0,0,1,LOW
0.032,0.197,0,0,0,0,7,LOW
0.0274,0.117,2,0,0,0,11,LOW
0.1048,0.204,180,0,0,0,43,MEDIUM
0.0007,0.108,43,0,0,0,16,LOW
0.0494,0.195,45,0,0,0,22,LOW
0.0653,0.183,21,0,0,0,26,LOW
0.0399,0.274,464,0,0,0,33,MEDIUM
0.1676,0.335,7,0,0,0,30,LOW
0.0164,0.277,35,0,0,0,19,LOW
0.035,0.223,78,1,0,0,37,MEDIUM
0.035,0.1,0,0,0,0,6,LOW
0.0278,0.13,158,0,0,0,31,MEDIUM
0.0036,0.1,5,0,0,0,6,LOW
0.0255,0.249,0,0,0,0,8,LOW
0.0364,0.11,11,0,0,0,16,LOW
0.1695,0.557,24,0,0,0,38,MEDIUM
0.045,0.1,4,0,0,0,11,LOW
0.0074,0.286,0,0,0,0,4,LOW
0.096,0.199,15,0,0,0,21,LOW
0.0149,0.1,0,0,0,0,1,LOW
0.0246,0.101,15,0,0,0,16,LOW
0.0587,0.1,42,0,0,0,25,LOW
0.1667,0.618,30,1,0,0,49,MEDIUM
0.1215,0.288,10,0,0,0,29,LOW
0.0175,0.259,0,0,0,0,3,LOW
0.0255,0.212,319,0,0,0,32,MEDIUM
0.1531,0.269,0,0,0,0,19,LOW
0.0447,0.242,0,0,0,0,8,LOW
0.035,0.32,43,1,0,1,44,MEDIUM
0.0731,0.634,19,0,0,0,28,LOW
0.011,0.362,1,0,0,0,10,LOW
0.028,0.107,479,0,0,0,31,MEDIUM
0.1136,0.1,43,0,0,0,31,MEDIUM
0.0934,0.379,10,0,0,0,24,LOW
0.028,0.1,0,0,1,0,16,LOW
0.1853,0.282,163,0,0,0,44,MEDIUM
0.183,0.1,36,1,0,0,41,MEDIUM
0.0499,0.594,19,0,0,0,23,LOW
0.0426,0.318,24,0,0,0,24,LOW
0.1311,0.1,9,0,0,0,26,LOW
0.0181,0.261,38,0,0,0,18,LOW
0.047,0.323,16,0,0,0,19,LOW
0.0346,0.158,10,0,0,0,16,LOW
0.0326,0.128,18,0,0,0,16,LOW
0.0439,0.585,0,0,0,0,13,LOW
0.0359,0.7,34,0,0,0,29,LOW
0.0672,0.203,13,0,0,0,22,LOW
0.04,0.29,31,0,0,0,23,LOW
0.0933,0.17,0,0,0,0,11,LOW
0.0301,0.503,28,0,0,0,27,LOW
0.0399,0.113,0,0,0,0,6,LOW
0.0409,0.37,0,0,0,0,10,LOW
0.0214,0.506,90,0,0,0,32,MEDIUM
0.0,0.603,0,0,0,0,9,LOW
0.0604,0.31,0,0,0,0,13,LOW
0.1789,0.111,32,0,0,0,31,MEDIUM
0.039,0.571,0,0,0,0,13,LOW
0.0395,0.276,45,1,0,0,33,MEDIUM
0.0288,0.158,406,0,0,0,31,MEDIUM
0.0316,0.366,34,0,0,0,24,LOW
0.0003,0.103,12,0,0,0,11,LOW
0.0076,0.1,0,0,0,0,1,LOW
0.0421,0.149,178,0,0,0,31,MEDIUM
0.03,0.386,356,0,0,0,35,MEDIUM
0.008,0.176,4,0,0,0,7,LOW
0.0354,0.429,0,0,0,0,10,LOW
0.1578,0.356,27,0,0,0,35,MEDIUM
0.0061,0.256,6,0,0,0,13,LOW
0.0086,0.336,0,0,0,0,5,LOW
0.0405,0.215,40,0,0,0,22,LOW
0.1332,0.204,18,0,0,0,28,LOW
0.1762,0.185,372,0,0,0,42,MEDIUM
0.0943,0.293,36,0,0,0,28,LOW
0.0238,0.421,0,0,0,0,10,LOW
0.0031,0.339,28,1,0,0,30,LOW
0.0297,0.427,101,0,0,0,35,MEDIUM
0.0418,0.1,23,0,1,0,31,MEDIUM
0.1744,0.372,0,0,0,0,20,LOW
0.0125,0.193,49,0,0,0,17,LOW
0.0485,0.187,0,1,0,0,17,LOW
0.0361,0.387,310,0,0,0,35,MEDIUM
0.0497,0.142,38,0,0,0,21,LOW
0.1797,0.112,1,0,0,0,21,LOW
0.0216,0.138,11,1,1,1,46,MEDIUM
0.1334,0.458,39,1,0,0,46,MEDIUM
0.0385,0.126,97,0,0,0,26,LOW
0.1314,0.335,0,0,0,0,20,LOW
0.1686,0.481,0,0,0,0,22,LOW
0.0303,0.444,0,0,0,0,11,LOW
0.0404,0.149,22,0,0,0,21,LOW
0.0268,0.366,29,0,0,0,24,LOW
0.013,0.126,0,0,0,0,1,LOW
0.0168,0.1,38,0,0,0,16,LOW
0.0488,0.15,0,0,0,0,6,LOW
0.0088,0.132,34,0,0,0,16,LOW
0.0423,0.203,9,0,0,0,17,LOW
0.0366,0.492,96,0,0,0,31,MEDIUM
0.1268,0.153,0,0,0,0,17,LOW
0.0267,0.378,177,1,0,0,45,MEDIUM
0.0325,0.203,23,0,0,0,22,LOW
0.1476,0.1,0,0,0,0,16,LOW
0.0052,0.195,4,0,0,0,7,LOW
0.1369,0.275,34,0,0,0,34,MEDIUM
0.0155,0.323,181,0,0,0,29,LOW
0.0268,0.352,0,0,0,0,9,LOW
0.075,0.105,0,0,0,0,10,LOW
0.0305,0.232,35,0,0,0,22,LOW
0.108,0.568,11,0,0,0,33,MEDIUM
0.006,0.246,34,0,0,0,18,LOW
0.0418,0.357,23,0,0,0,24,LOW
0.0152,0.227,0,0,0,0,3,LOW
0.0366,0.359,41,0,0,0,24,LOW
0.1043,0.234,0,0,0,0,18,LOW
0.0012,0.447,238,0,0,0,31,MEDIUM
0.0357,0.623,21,0,0,0,28,LOW
0.0438,0.244,16,0,0,0,18,LOW
0.0005,0.135,8,0,0,0,12,LOW
0.019,0.348,41,0,0,0,20,LOW
0.0305,0.296,30,0,0,0,23,LOW
0.0287,0.1,0,0,0,0,6,LOW
0.0971,0.205,183,0,0,0,37,MEDIUM
0.0678,0.691,33,1,0,1,54,MEDIUM
0.0304,0.441,39,0,0,0,26,LOW
0.0346,0.118,18,0,0,0,16,LOW
0.0595,0.592,26,0,0,0,32,MEDIUM
0.0303,0.1,8,0,0,0,16,LOW
0.0076,0.189,0,0,0,0,2,LOW
0.0277,0.35,0,0,0,0,9,LOW
0.4455,0.495,16,0,0,0,42,MEDIUM
0.1543,0.581,45,1,0,0,48,MEDIUM
0.0395,0.1,0,0,0,0,6,LOW
0.1391,0.456,28,0,0,0,36,MEDIUM
0.0099,0.273,49,0,0,0,19,LOW
0.0264,0.232,28,0,0,0,22,LOW
0.0466,0.604,28,0,0,0,28,LOW
0.3221,0.188,0,0,0,0,23,LOW
0.0083,0.1,0,0,0,0,1,LOW
0.0925,0.243,31,0,0,0,27,LOW
0.0173,0.298,17,0,0,0,14,LOW
0.0225,0.1,246,1,0,0,41,MEDIUM
0.0168,0.255,11,0,0,0,13,LOW
0.5726,0.216,11,0,1,0,53,MEDIUM
0.1644,0.1,0,0,0,0,16,LOW
0.0049,0.1,0,0,0,0,1,LOW
0.0339,0.1,12,0,0,0,16,LOW
0.0117,0.311,0,0,0,0,4,LOW
0.0268,0.315,0,0,0,0,9,LOW
0.0191,0.38,0,0,0,0,5,LOW
0.1644,0.131,35,0,0,0,31,MEDIUM
0.1325,0.327,0,0,0,0,19,LOW
0.0372,0.366,83,0,0,0,29,LOW
0.0418,0.306,0,0,0,0,9,LOW
0.0316,0.438,45,0,0,0,26,LOW
0.1751,0.466,20,0,0,0,31,MEDIUM
0.0436,0.129,2,0,0,0,11,LOW
0.0236,0.1,0,0,0,0,6,LOW
0.0007,0.1,0,0,0,0,1,LOW
0.0136,0.207,0,0,0,0,3,LOW
0.0394,0.404,5,0,0,0,15,LOW
0.0419,0.475,34,0,0,0,26,LOW
0.0514,0.612,85,0,0,0,38,MEDIUM
0.1038,0.416,40,0,0,0,36,MEDIUM
0.0071,0.524,26,0,0,0,22,LOW
0.0206,0.312,49,0,0,0,24,LOW
0.181,0.328,0,0,0,0,19,LOW
0.0574,0.66,10,1,0,0,38,MEDIUM
0.1052,0.182,489,0,0,0,42,MEDIUM
0.1628,0.182,368,0,0,0,42,MEDIUM
0.1024,0.308,34,0,0,0,34,MEDIUM
0.014,0.228,0,1,0,0,13,LOW
0.003,0.462,2,1,0,0,21,LOW
0.0371,0.117,0,0,0,0,6,LOW
0.0725,0.234,32,0,0,0,27,LOW
0.0058,0.25,42,1,0,1,38,MEDIUM
0.0334,0.525,33,0,1,0,37,MEDIUM
0.122,0.134,45,0,0,0,32,MEDIUM
0.0261,0.114,0,0,0,0,6,LOW
0.3006,0.203,5,0,0,0,29,LOW
0.029,0.241,0,0,0,0,8,LOW
0.0368,0.1,216,0,0,0,31,MEDIUM
0.0034,0.265,259,0,0,0,28,LOW
0.03,0.303,31,0,0,0,24,LOW
0.0785,0.389,0,0,1,0,24,LOW
0.038,0.225,2,1,0,0,22,LOW
0.0331,0.324,29,0,0,0,24,LOW
0.0056,0.454,0,0,0,0,6,LOW
0.0422,0.137,0,0,0,0,6,LOW
0.0475,0.31,310,1,0,0,44,MEDIUM
0.1671,0.1,10,0,0,0,26,LOW
0.0467,0.199,15,0,0,0,17,LOW
0.0764,0.376,0,0,0,0,14,LOW
0.0619,0.303,15,0,0,0,23,LOW
0.0273,0.175,12,0,0,0,17,LOW
0.1499,0.112,493,0,0,0,41,MEDIUM
0.0175,0.209,0,0,0,0,3,LOW
0.0321,0.1,26,0,0,0,21,LOW
0.0075,0.187,257,0,0,0,27,LOW
0.1686,0.414,23,0,0,0,36,MEDIUM
0.0423,0.1,35,0,0,0,21,LOW
0.0385,0.234,0,0,0,0,8,LOW
0.021,0.1,443,0,0,0,31,MEDIUM
0.0427,0.1,26,0,0,0,21,LOW
0.021,0.18,0,0,0,0,7,LOW
0.0487,0.1,24,0,0,0,21,LOW
0.0368,0.341,3,0,0,0,14,LOW
0.1622,0.371,0,0,0,0,20,LOW
0.0409,0.325,456,0,0,0,34,MEDIUM
0.0661,0.234,13,0,0,0,22,LOW
0.0311,0.147,0,0,0,0,6,LOW
0.0155,0.101,4,0,0,0,6,LOW
0.0464,0.342,18,0,0,0,19,LOW
0.0818,0.353,5,1,1,1,49,MEDIUM
0.1696,0.266,0,0,0,0,18,LOW
0.0054,0.101,10,0,0,0,11,LOW
0.0046,0.1,0,0,0,0,1,LOW
0.461,0.218,1,1,0,0,43,MEDIUM
0.1311,0.129,44,1,1,0,51,MEDIUM
0.0058,0.307,29,0,0,0,19,LOW
0.0227,0.251,30,0,0,0,23,LOW
0.0983,0.388,49,0,0,0,29,LOW
0.0401,0.314,37,0,0,0,24,LOW
0.0051,0.1,0,0,0,0,1,LOW
0.0248,0.288,317,0,0,0,33,MEDIUM
0.1395,0.132,46,0,0,0,31,MEDIUM
0.0388,0.106,4,0,0,0,11,LOW
0.0002,0.23,384,0,0,0,28,LOW
0.0075,0.169,0,0,0,0,2,LOW
0.0448,0.342,6,0,0,0,19,LOW
0.0923,0.546,3,0,0,0,22,LOW
0.0271,0.125,11,0,1,0,26,LOW
0.0116,0.31,445,1,0,0,39,MEDIUM
0.0279,0.59,0,0,0,0,13,LOW
0.0232,0.1,27,0,0,0,21,LOW
0.0427,0.121,26,0,0,0,21,LOW
0.0119,0.235,38,0,0,0,18,LOW
0.171,0.349,16,0,0,0,30,LOW
0.0203,0.1,0,0,0,0,6,LOW
0.0265,0.236,368,1,0,1,53,MEDIUM
0.0183,0.146,0,0,0,0,2,LOW
0.1954,0.294,0,0,0,0,19,LOW
0.0506,0.275,0,0,0,0,13,LOW
0.1622,0.176,0,1,0,0,27,LOW
0.0269,0.244,103,0,0,0,33,MEDIUM
0.0766,0.196,0,0,0,0,11,LOW
0.1635,0.158,0,0,0,0,17,LOW
0.0621,0.203,0,0,0,0,12,LOW
0.1757,0.109,14,0,0,0,26,LOW
0.0015,0.15,0,0,0,0,2,LOW
0.1361,0.115,0,0,0,0,16,LOW
0.0351,0.1,103,0,0,0,31,MEDIUM
0.0937,0.1,3,0,0,0,15,LOW
0.0171,0.161,18,0,0,0,12,LOW
0.036,0.446,86,0,0,0,31,MEDIUM
0.0199,0.536,0,0,0,0,8,LOW
0.0402,0.315,7,0,0,0,19,LOW
0.025,0.402,4,0,0,0,15,LOW
0.0028,0.433,17,0,0,0,16,LOW
0.0387,0.33,0,0,0,0,9,LOW
